Title,Genre
Kala,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
I Want to Be Spaghetti!,Childrens
"The Bullet That Missed (Thursday Murder Club, #3)",Crime
"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life",Spirituality
Winter&#39;s Rise (Winter Black #4),"Paranormal,Historical Fiction"
"Things Fall Apart (The African Trilogy, #1)",Classics
Like Honey for the Bones,"Suspense,Romance,Mystery"
The Power of Now: A Guide to Spiritual Enlightenment,"Spirituality,Self Help"
"Good Girl, Bad Blood (A Good Girl&#39;s Guide to Murder, #2)","Thriller,Mystery"
The Burnout Generation,Business
"The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1-5)",Humor
Fatal Legacy,"Mystery,Historical Fiction"
Romeo and Juliet,"Classics,Romance"
Suffer the Darkness,Horror
Happy People Are Annoying,Nonfiction
The Book Eaters,Horror
"Glossy: Ambition, Beauty, and the Inside Story of Emily Weiss&#39;s Glossier","Business,Nonfiction"
"The Lost Symbol (Robert Langdon, #3)","Suspense,Thriller,Mystery"
"Locke & Key, Vol. 1: Welcome to Lovecraft","Graphic Novels,Comics"
Mark of the Fool 4 (Mark of the Fool #4),Fantasy
This Is Your Brain on Music: The Science of a Human Obsession,Music
ADHD 2.0 : New Science and Essential Strategies for Thriving with Distraction—From Childhood Through Adulthood,Science
How the Penguins Saved Veronica (Veronica McCreedy #1),Travel
The Sandman Vol. 10: The Wake,Comics
The Girl on the Train,"Suspense,Crime,Thriller,Mystery"
The Candid Life of Meena Dave,Chick Lit
The Unofficial Studio Ghibli Cookbook: 50+ Delicious Recipes Inspired by Your Favorite Japanese Animated Films,Cookbooks
Cat&#39;s Cradle,Classics
"Limitless: Upgrade Your Brain, Learn Anything Faster, and Unlock Your Exceptional Life","Business,Science"
Incognito,Music
Somebody&#39;s Daughter,"Memoir,Nonfiction"
"The Tea Dragon Society (Tea Dragon, #1)",Graphic Novels
Moneyball: The Art of Winning an Unfair Game,Sports
"Crazy Rich Asians (Crazy Rich Asians, #1)","Contemporary,Chick Lit"
Countdown (Extreme Measures #4),Christian
Pale Blue Dot: A Vision of the Human Future in Space,Science
Murder in the Book Lover&#39;s Loft (A Book Retreat Mystery #9),Mystery
Business Model Generation,Business
"Spy×Family 3 (SpyxFamily, #3)","Manga,Comics"
She Started It,"Travel,Chick Lit,Suspense,Contemporary,Fiction,Crime,Thriller"
"Mischief Nights are Murder (A Poppy McAllister Mystery, #8)",Paranormal
The Little Venice Bookshop,Travel
"A Cowboy for Keeps (Colorado Cowboys, #1)",Christian
Fahrenheit 451,"Fiction,Classics,Science Fiction"
"The Devil Wears Prada (The Devil Wears Prada, #1)",Chick Lit
The Murders at Fleat House,"Suspense,Crime"
"Kimi ni Todoke: From Me to You, Vol. 1",Manga
魔都精兵のスレイブ 13 [Mato Seihei no Slave 13],Manga
"The Ex Hex (The Ex Hex, #1)","Fantasy,Paranormal,Chick Lit"
Regretting You,"Romance,Chick Lit"
"The Bourne Identity (Jason Bourne, #1)",Thriller
Martina Has Too Many Tías,Childrens
"JACKAL, JACKAL: Tales of the Dark and Fantastic",Horror
"Unbroken: A World War II Story of Survival, Resilience and Redemption","History,Nonfiction,Biography"
The Butterfly Circle,Historical Fiction
"Something is Killing the Children, Vol. 1",Comics
The Kite Runner,"Fiction,Historical Fiction"
George,Nonfiction
The Ministry for the Future,Science
You Deserve Each Other,Humor
Attribution,Art
Double Indemnity,Christian
Keeping You (Chikalu Falls #2),Music
Chivalry,Art
Earthlings,Horror
"How the World Really Works: A Scientist&#39;s Guide to Our Past, Present and Future","Business,Science"
Tractatus Logico-Philosophicus,Philosophy
Becoming Mrs. Lewis,Christian
The Roommate Pact,Chick Lit
"Heir of Uncertain Magic (Whimbrel House, #2)","Fantasy,Paranormal,Historical Fiction"
"Dolly Parton, Songteller: My Life in Lyrics","Music,Memoir"
"White Sand, Volume 3 (White Sand, #3)",Comics
Where Echoes Die,"Fantasy,Paranormal,LGBT,Horror,Mystery,Young Adult"
"Excluded: How Snob Zoning, NIMBYism, and Class Bias Build the Walls We Don&#39;t See","History,Nonfiction"
A Day With No Words,Childrens
The Secrets of Us,Psychology
Hunted (The Dark in You #9),"Fantasy,Humor"
The Switch,Chick Lit
Demon Copperhead,Contemporary
"The Simple Wild (Wild, #1)","Fiction,Romance"
Jane Eyre,"Fiction,Classics,Romance"
Aniana del Mar Jumps In,Poetry
あやかしトライアングル 14 [Ayakashi Triangle 14],Manga
"Neuromancer (Sprawl, #1)",Science Fiction
逃げ上手の若君 11 [Nige Jōzu no Wakagimi 11],Manga
Last Resort (Joe Dillard #10),"Fiction,Mystery"
The Book of Charlie,"History,Memoir,Philosophy,Self Help"
Enter the Body,Poetry
Persuasion,Classics
Before We Were Innocent,Travel
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America","History,Crime,Nonfiction"
Secret of the Moon Conch,Young Adult
The Prince,"Classics,Philosophy"
"Built to Last: Successful Habits of Visionary Companies (Good to Great, 2)",Business
キョンシーX 2 [Jiangshi X 2],Manga
Two to Tango,Contemporary
The Only Purple House in Town,"Fantasy,Paranormal,Romance,LGBT"
Untamed,"Memoir,Nonfiction,Self Help"
The Color of Always,"Poetry,Comics"
Windy with a Chance of Wolfsbane,Paranormal
How to Win Friends and Influence People,"Psychology,Business,Nonfiction,Self Help"
"Lights Out: Pride, Delusion, and the Fall of General Electric",Business
Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls (and Everything in Between),Memoir
Cat Kid Comic Club: On Purpose,Childrens
Sunshine Nails,"Fiction,Romance,Humor"
Tell Me Everything,Memoir
"The Bully (Calamity Montana, #4)",Sports
Pew,Religion
"La última nota (Canciones para ella, #1)",Music
【推しの子】 12,Manga
The Woods Are Waiting,"Fantasy,Suspense,Horror,Thriller"
We Were Dreamers: An Immigrant Superhero Origin Story,"Memoir,Nonfiction"
Death Loot &amp; Vampires (The Vampire Vincent #1),"Fantasy,Humor"
Better Living Through Birding: Notes from a Black Man in the Natural World,"Memoir,LGBT,Biography"
"The Goodbye Man (Colter Shaw, #2)",Religion
The Dot,Art
Ikigai: The Japanese Secret to a Long and Happy Life / The Little Book of Lykke / Lagom: The Swedish Art of Balanced Living,"Psychology,Philosophy,Spirituality,Self Help"
The Structure of Scientific Revolutions,Science
Hands Down,Sports
"Bird Box (Bird Box, #1)",Horror
How to Stay Sane in an Age of Division,Philosophy
Saints of the Household,"Poetry,Art"
The Starfish Sisters,"Contemporary,Chick Lit"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,"Memoir,Nonfiction,Travel,Humor"
Artemis,Science Fiction
"Instacrush (Rookie Rebels, #2)",Sports
The Seat of the Soul,Spirituality
The Beauty of Rain,"Fiction,Contemporary,Romance,Chick Lit"
"Charm (Crave, #5)",Paranormal
Zero Days,"Fiction,Suspense,Thriller"
The Screwtape Letters,"Religion,Spirituality,Christian"
"Half Baked Harvest Super Simple: More Than 125 Recipes for Instant, Overnight, Meal-Prepped, and Easy Comfort Foods: A Cookbook",Cookbooks
鬼滅の刃 21 [Kimetsu no Yaiba 21],"Manga,Graphic Novels"
"The Mysterious Affair at Styles (Hercule Poirot, #1)","Crime,Mystery"
"The Hate U Give (The Hate U Give, #1)","Contemporary,Young Adult"
Code of the Hills (Mick Hardin #3),Crime
Horrorstör,Horror
SPY×FAMILY 8,Manga
Finding Us (Pictures of the Heart Book #2),Historical Fiction
Kingdom Come,Comics
A Crooked Mark,"Paranormal,Horror,Young Adult"
"Paper Girls, Volume 1","Graphic Novels,Comics"
Illuminations,"Childrens,Art"
"You Did This (Claire Wolfe, #1)","Fiction,Crime,Suspense,Mystery"
Digital Minimalism: Choosing a Focused Life in a Noisy World,"Psychology,Business,Philosophy,Nonfiction,Self Help,Science"
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",Cookbooks
We Were Liars,"Contemporary,Mystery,Young Adult"
"The Cruel Prince (The Folk of the Air, #1)","Fantasy,Romance"
Civilization and Its Discontents,Psychology
Flowers on the Moon,Poetry
Yearbook,"Memoir,Nonfiction"
The Morning Star,Philosophy
The Light in Hidden Places,History
Ik ga leven,Religion
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health","Science,Biography"
Titles Ruin Everything: A Stream of Consciousness,"Poetry,Nonfiction"
"I&#39;ll Just Date Myself (Gator Bait MC, #7)",Humor
The Stable Boy of Auschwitz,"History,Memoir,Nonfiction,Biography"
The Happy Couple,LGBT
Catch-22,"Fiction,Humor"
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,Religion
"The Teachers: A Year Inside America&#39;s Most Vulnerable, Important Profession","History,Biography"
A Cryptic Clue (Hunter and Clewe #1),"Crime,Contemporary,Mystery"
Ghost World,Graphic Novels
Feedback,Science
The Martian Chronicles,Science Fiction
"The Atlas Six (The Atlas, #1)",Fantasy
"Cemetery Boys (Cemetery Boys, #1)",LGBT
The Year of Magical Thinking,Memoir
The Little Italian Hotel,"Travel,Chick Lit"
Gone Girl,"Mystery,Suspense,Fiction,Crime,Thriller"
A History of Western Philosophy,Philosophy
Why Not Me?,"Memoir,Humor"
"Fallen (Fallen, #1)",Paranormal
"Defy Me (Shatter Me, #5)",Romance
呪術廻戦 23 [Jujutsu Kaisen 23],"Manga,Young Adult,Horror,Graphic Novels"
Tell Me Lies,Psychology
"The Book of Cocktail Ratios: The Surprising Simplicity of Classic Cocktails (Ruhlman&#39;s Ratios, #2)",Cookbooks
"Angels' Blood (Guild Hunter, #1)",Paranormal
"薬屋のひとりごと 5 [Kusuriya no Hitorigoto 5] (The Apothecary Diaries [Nekokurage], #5)",Manga
All Boys Aren&#39;t Blue,Memoir
Don&#39;t Believe Everything You Think: Why Your Thinking Is The Beginning &amp; End Of Suffering (Beyond Suffering Book 1),"Psychology,Philosophy,Spirituality,Self Help"
Lost in Trans Nation: A Child Psychiatrist&#39;s Guide Out of the Madness,"Psychology,Nonfiction"
Between Us,Romance
The Saint of Bright Doors,"Fantasy,Science Fiction,LGBT"
"The Lightning Thief (Percy Jackson and the Olympians, #1)","Fantasy,Childrens,Young Adult"
Kurashi at Home: How to Organize Your Space and Achieve Your Ideal Life,Spirituality
"Supermad (Campus Drivers, #1)",Young Adult
The Trackers,Art
"呪術廻戦 19 (Jujutsu Kaisen, #19)",Graphic Novels
Slip,Art
Clark &amp; Lex,"Science Fiction,Graphic Novels,Childrens,Comics"
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)","Philosophy,Spirituality"
"The Well-Watered Woman: Rooted in Truth, Growing in Grace, Flourishing in Faith",Spirituality
青の祓魔師 29 [Ao no Exorcist 29],"Fantasy,Manga"
"Will Grayson, Will Grayson",LGBT
"Ender’s Game (Ender's Saga, #1)",Science Fiction
Dylan Dog n. 442: Frammenti,"Graphic Novels,Comics"
Within These Gilded Halls,Art
Did You Hear About Kitty Karr?,Mystery
Beach Read,"Contemporary,Romance,Chick Lit"
Punching the Air,Poetry
Things Have Gotten Worse Since We Last Spoke and Other Misfortunes,LGBT
And Then There Were None,"Mystery,Suspense,Classics,Crime,Thriller"
We Had to Remove This Post,Horror
"The Mystery of the Blue Train (Hercule Poirot, #6)",Classics
The Last Bookshop in London,Historical Fiction
No Bad Parts: Healing Trauma and Restoring Wholeness with the Internal Family Systems Model,"Psychology,Self Help"
A Very Nice Girl,Music
Radical Acceptance: Embracing Your Life With the Heart of a Buddha,Spirituality
Strip Tees: A Memoir of Millennial Los Angeles,"Memoir,Nonfiction,Biography"
"나 혼자만 레벨업 1 (Solo Leveling, Manhwa #1)",Graphic Novels
The Old Man and the Sea,Classics
Last Night at the Telegraph Club,"LGBT,Historical Fiction,Young Adult"
We Could Be So Good,"LGBT,Historical Fiction"
The Crayons Go Back to School,Childrens
"Starsight (Skyward, #2)",Science Fiction
Solito,"Memoir,Travel"
"Behind the Net (Vancouver Storm, #1)",Sports
Ruined,"Graphic Novels,Comics"
The Paris Agent,"Fiction,Mystery,Historical Fiction"
マッシュル-MASHLE- 1,Comics
"First Comes Scandal (Rokesbys, #4)",Historical Fiction
"Prisoners of the Castle: An Epic Story of Survival and Escape from Colditz, the Nazis&#39; Fortress Prison",Biography
Bob,Childrens
My Body,Memoir
"A Game of Gods (Hades x Persephone Saga, #6)","Fantasy,Romance,Fiction"
The Rime of the Ancient Mariner,Poetry
In the Time of Our History,History
House of Leaves,Horror
When Crack Was King: A People&#39;s History of a Misunderstood Era,"History,Crime,Nonfiction,Memoir"
The Family Journal,Christian
"Return of the Lost Bride (Crowns &amp; Kilts, #4)",Historical Fiction
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Psychology,Self Help"
Crossing the Chasm: Marketing and Selling High-Tech Products to Mainstream Customers,Business
"The Pegan Diet: 21 Practical Principles for Reclaiming Your Health in a Nutritionally Confusing World (The Dr. Mark Hyman Library, 10)",Cookbooks
"Lightlark (Lightlark, #1)","Fantasy,Young Adult"
"How to Do the Work: Recognize Your Patterns, Heal from Your Past, and Create Your Self","Psychology,Self Help"
The Radium Girls: The Dark Story of America’s Shining Women,History
"薬屋のひとりごと 6 [Kusuriya no Hitorigoto 6] (The Apothecary Diaries [Nekokurage], #6)",Manga
黙示録の四騎士 12 [Mokushiroku no Yonkishi 12],Manga
"The Wonderful Wizard of Oz (Oz, #1)",Childrens
チェンソーマン 3 [Chainsaw Man 3],Manga
"Fairest of Heart (Texas Ever After, #1)",Christian
"The Rise of the Dragon: An Illustrated History of the Targaryen Dynasty, Volume One",Art
The Only Good Indians,Horror
The Summer Job,Travel
Outdated: Find Love That Lasts When Dating Has Changed,"Religion,Spirituality"
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"Psychology,Nonfiction,Self Help"
チェンソーマン 4 [Chainsaw Man 4],Manga
1984,"Fiction,Classics,Science Fiction"
What an Owl Knows: The New Science of the World&#39;s Most Enigmatic Birds,"History,Nonfiction,Science"
The Coach Trip,Travel
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food,Cookbooks
What the Neighbors Saw,Thriller
The War of Art: Winning the Inner Creative Battle,Art
“You Just Need to Lose Weight”: And 19 Other Myths About Fat People,"Science,Self Help"
Running with Scissors,Memoir
"Drums of Autumn (Outlander, #4)",Historical Fiction
"Bishop&#39;s Flight (Elemental Covenant, #4)","Fantasy,Paranormal,Mystery"
"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",Fantasy
The Undertow: Scenes from a Slow Civil War,Religion
スキップとローファー 7 [Skip to Loafer 7],Graphic Novels
The Final Girl Support Group,Horror
A Pocketful of Happiness,Biography
"Hyperion (Hyperion Cantos, #1)",Science Fiction
The Summer Girl,"Thriller,Mystery"
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,Travel
Moorewood Family Rules,Humor
These Impossible Things,Religion
The Other World&#39;s Books Depend on the Bean Counter Vol. 3,"Graphic Novels,LGBT,Comics"
"Soulless (Parasol Protectorate, #1)",Paranormal
Counting Lost Stars,Historical Fiction
Crying in H Mart,Memoir
Anger Bang (Downside of Dating Book 1),Humor
"A Witch&#39;s Guide to Fake Dating a Demon (Glimmer Falls, #1)",Paranormal
The Skinnytaste Air Fryer Cookbook: The 75 Best Healthy Recipes for Your Air Fryer,Cookbooks
The Doll Factory,Art
The Romantic,"Travel,Biography"
Can You Keep a Secret?,Chick Lit
"Sister, Maiden, Monster",LGBT
Hidden Pictures,"Paranormal,Thriller,Horror"
Love on the Coast (McKinnie Mail Order Brides #7),Historical Fiction
"Thriller: An Anthology of New Mystery Short Stories (Music and Murder Mystery, #2)","Thriller,Mystery"
Ghost Train to the Eastern Star,Travel
The Broken Protector,Suspense
Consecuencias de decir te quiero,Poetry
The Fire and the Ore,Religion
"Chainsaw Man, Vol. 1: Dog and Chainsaw",Manga
All the Light We Cannot See,"Fiction,Historical Fiction"
"One of Us Is Back (One of Us Is Lying, #3)","Fantasy,LGBT,Horror,Mystery,Contemporary,Romance,Fiction,Thriller,Young Adult"
"I, Robot (Robot, #0.1)",Science Fiction
I'll Give You the Sun,"Contemporary,LGBT"
Our Lady of the Artilects,Spirituality
"Bad Friends (Friends, #1)",Young Adult
"The Magician's Nephew (Chronicles of Narnia, #6)","Christian,Childrens"
Starry Messenger: Cosmic Perspectives on Civilization,"History,Philosophy,Science"
All My Knotted-Up Life: A Memoir,"Memoir,Religion,Christian"
Pirates Don&#39;t Go to Kindergarten!,Childrens
"Blind Fear (Finn Thrillers, #3)","Mystery,Suspense,Fiction,Crime,Thriller"
Everything the Darkness Eats,"Horror,LGBT"
Little Monsters,"Fiction,Psychology"
"Prince Caspian (Chronicles of Narnia, #2)","Christian,Childrens"
"How to Tame a Wild Rogue (The Palace of Rogues, #6)","Romance,Historical Fiction"
